date,route,attempted,succeeded
07/16/2010,Disappointment Cleaver,3,3
07/16/2010,Disappointment Cleaver,3,0
07/16/2010,Emmons-Winthrop,3,3
07/16/2010,Emmons-Winthrop,3,0
07/16/2010,Disappointment Cleaver,3,0
07/16/2010,Emmons-Winthrop,7,4
07/16/2010,Emmons-Winthrop,3,0
07/16/2010,Disappointment Cleaver,2,0
07/16/2010,Disappointment Cleaver,1,1
07/16/2010,Emmons-Winthrop,6,6
07/16/2010,Disappointment Cleaver,3,3
07/16/2010,Emmons-Winthrop,5,5
07/16/2010,Emmons-Winthrop,2,2
07/16/2010,Disappointment Cleaver,9,9
07/16/2010,Emmons-Winthrop,7,7
07/16/2010,Disappointment Cleaver,5,5
07/16/2010,Emmons-Winthrop,4,4
07/16/2010,Emmons-Winthrop,2,2
07/16/2010,Emmons-Winthrop,12,12
07/16/2010,Emmons-Winthrop,6,6
07/16/2010,Ingraham Direct,3,0
07/16/2010,Disappointment Cleaver,2,0
07/16/2010,Emmons-Winthrop,4,4
07/16/2010,Emmons-Winthrop,2,0
07/16/2010,Tahoma Cleaver,8,0
07/16/2010,Emmons-Winthrop,9,6
07/16/2010,Liberty Ridge,3,3
07/16/2010,Ptarmigan Ridge,2,2
07/16/2010,Little Tahoma,2,2
07/16/2010,Emmons-Winthrop,3,3
07/16/2010,Disappointment Cleaver,12,10
07/16/2010,Disappointment Cleaver,12,7
07/16/2010,Kautz Glacier,2,2
07/16/2010,Disappointment Cleaver,1,1
07/16/2010,Disappointment Cleaver,3,1
07/16/2010,Emmons-Winthrop,6,5
07/16/2010,Disappointment Cleaver,4,4
07/16/2010,Kautz Glacier,3,3
07/16/2010,Kautz Glacier,5,4
07/16/2010,Ptarmigan Ridge,3,3
07/16/2010,Emmons-Winthrop,8,0
07/16/2010,Emmons-Winthrop,6,6
07/16/2010,Disappointment Cleaver,3,0
07/16/2010,Disappointment Cleaver,3,0
07/17/2010,Disappointment Cleaver,1,1
07/17/2010,Disappointment Cleaver,3,0
07/17/2010,Little Tahoma,2,0
07/17/2010,Emmons-Winthrop,4,4
07/17/2010,Disappointment Cleaver,3,0
07/17/2010,Disappointment Cleaver,2,2
07/17/2010,Disappointment Cleaver,2,0
07/17/2010,Disappointment Cleaver,6,0
07/17/2010,Disappointment Cleaver,3,0
07/17/2010,Disappointment Cleaver,4,4
07/17/2010,Tahoma Glacier,6,0
07/17/2010,Kautz Glacier,2,2
07/17/2010,Fuhrer's Finger,2,2
07/17/2010,Disappointment Cleaver,2,0
07/17/2010,Kautz Glacier,2,0
07/17/2010,Ptarmigan Ridge,2,2
07/17/2010,Emmons-Winthrop,2,2
07/17/2010,Fuhrer's Finger,2,2
07/17/2010,Liberty Ridge,2,2
07/17/2010,Liberty Ridge,2,0
07/17/2010,Disappointment Cleaver,11,9
07/17/2010,Disappointment Cleaver,2,0
07/17/2010,Disappointment Cleaver,12,0
07/17/2010,Disappointment Cleaver,4,1
07/17/2010,Disappointment Cleaver,3,3
07/17/2010,Emmons-Winthrop,2,0
07/17/2010,Emmons-Winthrop,12,10
07/17/2010,glacier only - no summit attempt,2,0
07/17/2010,Emmons-Winthrop,3,0
07/17/2010,Kautz Glacier,3,0
07/17/2010,Disappointment Cleaver,2,0
07/17/2010,Kautz Glacier,2,0
07/17/2010,Disappointment Cleaver,1,0
07/17/2010,Disappointment Cleaver,3,3
07/17/2010,Disappointment Cleaver,3,0
07/17/2010,Disappointment Cleaver,2,0
07/17/2010,Disappointment Cleaver,7,3
07/17/2010,Disappointment Cleaver,8,8
07/17/2010,Disappointment Cleaver,8,4
07/17/2010,Disappointment Cleaver,8,0
07/17/2010,Emmons-Winthrop,6,4
07/17/2010,Kautz Glacier,2,0
07/17/2010,Little Tahoma,3,0
07/17/2010,Disappointment Cleaver,2,2
07/17/2010,Disappointment Cleaver,4,4
07/17/2010,Kautz Glacier,2,2
07/17/2010,Ptarmigan Ridge,2,2
07/17/2010,Emmons-Winthrop,11,4
07/18/2010,Emmons-Winthrop,12,9
07/18/2010,Disappointment Cleaver,11,9
07/18/2010,Disappointment Cleaver,12,12
07/18/2010,Disappointment Cleaver,5,3
07/18/2010,Disappointment Cleaver,3,0
07/18/2010,Emmons-Winthrop,3,3
07/18/2010,Emmons-Winthrop,2,2
07/18/2010,Disappointment Cleaver,8,8
07/18/2010,Emmons-Winthrop,4,0
07/18/2010,Disappointment Cleaver,2,2
07/18/2010,Emmons-Winthrop,2,0
07/18/2010,Disappointment Cleaver,2,0
07/18/2010,Disappointment Cleaver,3,3
07/18/2010,Disappointment Cleaver,10,0
07/18/2010,Emmons-Winthrop,4,3
07/18/2010,Emmons-Winthrop,4,3
07/18/2010,Disappointment Cleaver,12,9
07/18/2010,Fuhrer's Finger,2,0
07/18/2010,Disappointment Cleaver,9,0
07/18/2010,Kautz Glacier,2,0
07/18/2010,Disappointment Cleaver,4,4
07/18/2010,Kautz Glacier,5,4
07/19/2010,Kautz Glacier,5,5
07/19/2010,Disappointment Cleaver,3,0
07/19/2010,Disappointment Cleaver,3,0
07/19/2010,Disappointment Cleaver,6,0
07/19/2010,Emmons-Winthrop,5,5
07/19/2010,Fuhrer's Finger,3,0
07/19/2010,Disappointment Cleaver,4,0
07/19/2010,Disappointment Cleaver,2,2
07/19/2010,Disappointment Cleaver,5,3
07/19/2010,Emmons-Winthrop,3,3
07/19/2010,Emmons-Winthrop,4,4
07/19/2010,Disappointment Cleaver,2,2
07/19/2010,Disappointment Cleaver,12,6
07/19/2010,Emmons-Winthrop,12,11
07/19/2010,Disappointment Cleaver,3,3
07/19/2010,Disappointment Cleaver,3,3
07/19/2010,Disappointment Cleaver,2,0
07/19/2010,Disappointment Cleaver,12,12
07/19/2010,Disappointment Cleaver,12,12
07/19/2010,Disappointment Cleaver,4,4
07/19/2010,Disappointment Cleaver,7,0
07/20/2010,Kautz Glacier,10,9
07/20/2010,Mowich Face,2,0
07/20/2010,Mowich Face,2,0
07/20/2010,Disappointment Cleaver,10,0
07/20/2010,Kautz Glacier,3,2
07/20/2010,Disappointment Cleaver,3,0
07/20/2010,Disappointment Cleaver,3,3
07/20/2010,Emmons-Winthrop,3,3
07/20/2010,Disappointment Cleaver,3,0
07/20/2010,Disappointment Cleaver,2,0
07/20/2010,Disappointment Cleaver,2,0
07/20/2010,Disappointment Cleaver,12,8
07/20/2010,Disappointment Cleaver,5,5
07/20/2010,Disappointment Cleaver,3,0
07/20/2010,Emmons-Winthrop,5,5
07/20/2010,Liberty Ridge,2,2
07/20/2010,Disappointment Cleaver,3,3
07/20/2010,Emmons-Winthrop,4,0
07/20/2010,Disappointment Cleaver,2,2
07/20/2010,Emmons-Winthrop,12,0
07/20/2010,Disappointment Cleaver,12,10
07/20/2010,Liberty Ridge,2,0
07/20/2010,Disappointment Cleaver,2,0
07/20/2010,Disappointment Cleaver,3,2
07/20/2010,Emmons-Winthrop,6,2
07/20/2010,Disappointment Cleaver,2,2
07/20/2010,Emmons-Winthrop,3,3
07/20/2010,Emmons-Winthrop,4,0
07/20/2010,Liberty Ridge,3,3
07/21/2010,Disappointment Cleaver,8,0
07/21/2010,Disappointment Cleaver,2,0
07/21/2010,Disappointment Cleaver,12,0
07/21/2010,Emmons-Winthrop,5,5
07/21/2010,Disappointment Cleaver,2,0
07/21/2010,Disappointment Cleaver,7,7
07/21/2010,Kautz Glacier,3,3
07/21/2010,Disappointment Cleaver,3,0
07/21/2010,Disappointment Cleaver,12,10
07/21/2010,Tahoma Glacier,3,3
07/21/2010,Liberty Ridge,3,3
07/21/2010,Kautz Headwall,2,2
07/21/2010,Disappointment Cleaver,3,2
07/21/2010,Ptarmigan Ridge,1,0
07/21/2010,Disappointment Cleaver,2,2
07/21/2010,Disappointment Cleaver,2,0
07/21/2010,Disappointment Cleaver,4,0
07/21/2010,Disappointment Cleaver,12,7
07/21/2010,Disappointment Cleaver,12,12
07/21/2010,Emmons-Winthrop,5,5
07/21/2010,Emmons-Winthrop,3,3
